text,aspect_term,polarity
"give support to comic relief and this wonderful girl shakira
 for help to africa !!! we need them as they need us ! waka waka ;-rrb- free africa",shakira,pos
"eta : 2 hours , 22 minutes according to google
 maps . so excited ! mdshadley lovelynana2",google,neu
"that 's a great song ! did you click the link ? i love steve jobs
 quotes ...",steve jobs,neu
"boehner : obama
 's libya plan lacks goals or clear mission ... newsmax . via addthis",obama,neg
"musicmonday britney spears
 ~ break the ice britneyspears love her !!",britney spears,pos
"' saint palermo ' comes to the rescue for maradona
 ' is argentina",maradona,neu
"lindsay lohan
 did not look her best in court on friday .",lindsay lohan,neu
"the belmont club has sobering words about libya . one highlighted issue : is barack obama
 under the saya .",barack obama,neg
"sensational ! rt robsonsanchez : amazing ipad
 animations . . ipad",ipad,pos
"footwitter.com : maradona
 denies threat to resign = 1826",maradona,neu
"are rebeccawoodhead i forgettto check google wave
 and without alert notification it 's unlikely to be a habit googlewaif",google wave,neu
"khloe kardashian
 retweets waaaay too much ! it completely fills up my home page , and quite frankly , i don't care ! time to unfollow ...",khloe kardashian,neg
"i 'm dropping a britney spears
 disco remix tomorrow ... which is just a taste of what 's to come .",britney spears,pos
"del harris had shaquille o'neal
 and kobe bryant and didn't win . doug collins had jordan and pippen and didn't win . phil jackson is great .",shaquille o'neal,neu
"got it worked out . every teen with faithful attendance & completion of the online bible study , will get an ipod
 touch . details this sunday .",ipod,neu
"rt dniizy2fresh : fuck the lakers
 * signs off twitter * -- de'nier pooh you know i love you right ? don't tweet that shit again !",lakers,neg
"taylor swift , i want your voice . miley cyrus , i want your hair . jasmine villages , i want your smile . selena gomez
 , i want your boyfriend . .",selena gomez,pos
"los angles lakers
 : power ranking top 10 greatest moments in ... : with the start of a new nba season nearly upon you ... .",lakers,neu
"top 3 weekly lastfm artists : marisa monte - 36 . britney spears
 - 30 . lady gag - 25 .",britney spears,neu
"i hate harry potter
 weekend",harry potter,neg
"100factsaboutme 5 . i love selena gomez-nick jonas-joe jonas - kevin jonas - taylor swift - demi lovato
 & miley",demi lovato,pos
"do you want a wi-fi 32gb ipad
 ? we 're giving one away 4 our grand opening , your odds are great ! 1entry/day through 10/16 ; lakemead/water carl 's jr. .",ipad,neu
"so great to see barack obama
 defeat the man who brought so much pain to the city of new york : donald trump .",barack obama,neu
"micheal jackson
 isn't even new , it was meant to go on the history album but didnt because it was rubbish : -rrb-",micheal jackson,neg
"rayascoop who are you interviewing with next week please lady gaga
 shes amazing by the way you should come to romania to interview some hot singrers",lady gaga,pos
"my loneliness is killing me ... britney spears
 - ... baby one more time",britney spears,neu
"i think that rianna is the best singer of the world , of course that after of the madonna
 all right",madonna,neu
"former house speaker newt gingrich urged house republicans to defeat obama
 care",obama,neg
"i love backtodecember by taylor swift
 . that girl speaks to me .",taylor swift,pos
"hilary swank
 & richard gere as an screen romantic couple ? that 's a little terrifying ! amelia comes out this friday ? oscar-time already ?",hilary swank,neu
"what are you so bitter about anyway ? and why are you swinging from lindsay lohan
 ' s sack ? just curious . .",lindsay lohan,neu
"dear sarah palin
 : watch shepard smith if you want to see what going rogue really looks like .",sarah palin,neu
"she is interesting ! fusetv is doing a cool show on britney spears
 life & music onfusenow . rt if you love britney . - ad",britney spears,pos
"harry potter
 action figures | discount and buy cheap batman action figures .",harry potter,neu
"friend referring to ' pray ' by justin bieber :  if i had cancer or some sickness & justin beaver came in i would say fuck you wheres lady gaga
 ",lady gaga,neu
"britney
 griner is a beast ... 30 pts , 4 reb , 4 ast , 9 black wow",britney,neg
"changminfacts yes , i would , we 'll go to hogwarts school because both of us loves harry potter
 xd",harry potter,pos
right through me - nicki minaj,nicki minaj,neu
"yep . just finished swapping the hard drive on my friends ps3 . now putting the 8 seasons of family guy on it . can the xbox
 do that . no .",xbox,neu
"hey thetechgame this is why i hate playing shooters on xbox
 you have to ads to much -lrb- thetechgame.com live ' -rrb-",xbox,neg
"i really do love britney spears
 .",britney spears,pos
"i thought you should 've sounded a little more like hagrid from harry potter
 . experience",harry potter,neu
"so the kindle
 supports pdfs but not natively . anyone want to enlighten me as to the difference ? lazyweb kindle",kindle,neu
"lindsay lohan
 fashion show - clothes are sexy lilo is not ! video disappointment of dud actor fashion",lindsay lohan,neg
"beautifulsong ! chris brown feat . justin bieber
 - next 2 you",justin bieber,pos
"excuses why you own a britney spears
 : excuses why you own a britney spears",britney spears,neu
"nobel peace prize always been a bit of a joke . it 's been given to a number of shady characters , like yassir arafat & jimmy carter
 .",jimmy carter,neu
rt phxsuns6thman rt zodogg34 : rt bwilliams210 : rt connerysteph : rt if you are lakers,lakers,neg
"american idol kris allen faz cover de sucesso de britney spears
 . ouça :",britney spears,pos
"btw , my friend ewanspence over at the podcast network just released his latest the psp
 show podcast with his review of the psp
 go ! listen !",psp,neu
"i knew jack white was awesome . is britney spears
 more authentic than bob dylan ?",britney spears,neu
"i have that stupid britney spears
 song in my head arghhh . i hate that song  3 ",britney spears,neg
"i need to follow more nick jonas
 fans .",nick jonas,pos
"debi mazar was more glamorous than her buddy madonna
 then . she was exotic . now , madonna
 is the glamorous 1 & the super famous 1 . love her dialect",madonna,neu
"- google wave
 invite sent to you as well . please be patient for it to arrive ...",google wave,neu
"giving the president a wedgie : president barack obama
 is like the new kid at the interna . .",barack obama,neg
"i was feeling bet for a minute till they cut a micheal jackson
 joint to play j holiday ?? wtf ?? kissssteeeeth",micheal jackson,pos
"celebrity lindsay lohan
 : fendi boots fierce",lindsay lohan,neu
"bill gates
 is a scorpio sweet like rock kandy",bill gates,neu
"right here !!!!!!!!!! rt bigjamaal lakers
 where y' all at ?",lakers,neg
"i love it when google
 change their logo to match the occasion of the day . . :d rt if you do too ♥",google,pos
"my battery is dying on my ipod
 and someone is on my computer i will be back and a little bit",ipod,neu
"evil cough still evil . a google wave
 invite might help me recover from this flu faster . just saying ...",google wave,neu
cause the team is bad real bad micheal jackson,micheal jackson,neg
"omg !!! i 'm like 6 weeks away from seeing britney spears
 ... i 'm so excited i love her so much . loving ' her new single ' 3 ' check it out !!!",britney spears,pos
"- that lady sure is gag ! i ♥ ladygaga did you see her & madonna
 on snl last night ?! classic : -rrb-",madonna,neu
"we < 3 vanessa . video : vanessa williams talks to joy behar about racism and barack obama
 .",barack obama,neu
"does cbs really think couric is problem & not their corrupt bias . is anderson cooper
 gunna resurrect ? how about john stossel ?",anderson cooper,neg
"cry0g3n my name is boxxy , and you ` se trollin ' ! just use bing or google
 translate , you will love it !",google,pos
"i don't like seeing tiger woods
 , bill romanowski and nutritional supplements in the same story :",tiger woods,neu
"my politico piece on nobel peace prize :  i 'd hate to be in bill or hillary clinton
 ' is houses today , especially his . ",hillary clinton,neu
"neville chamberlain won a nobel prize for naively appeasing hitler . jimmy carter
 similarly won one for being suckered by north korea .",jimmy carter,neg
"and this is why we love apple products .  i 'm homeless and this is why i have an ipad
  - .",ipad,pos
"question 9 : what do britney spears
 and i have in common besides music ?? both hate vexnews ?",britney spears,neu
"anyone want a 30gb black ipod
 video ? it works perfect just a little scratched up .",ipod,neu
"he 's gay ? he had a lot of girlfriends . he 's got no talent ? justin timberlake
 and usher were fighting over him",justin timberlake,neg
"how to present like steve jobs
 - awesome , super duper , just great , lol to those that get it ; - d",steve jobs,pos
"is a very interesting article introducing google wave
 its features and how it is a tool for the future !",google wave,neu
"psp
 psp
 go free games hack -lsb- eng -rsb-",psp,neu
"hilary swank
 talks motherhood , divorce and nudity : hilary swank
 says she is so comfortable being nude that her . .",hilary swank,neg
"i don care what you say because demi lovato
 is better than selena gomez ! demi is a role model even if you don wan na admit it ! staystrongdemi",demi lovato,pos
"need halloween ideas ? here 's a how-to on dressing like britney spears
 !",britney spears,neu
"mom making shopping lists on iphone
 = worst idea ever . takes 4 times as long to shop .",iphone,neu
"nicolas cage
 is my least favorite actor and selma blair is my least favorite actress . have i said this before ? well , to reiterate",nicolas cage,neg
i love barack obama,barack obama,pos
"barack obama
 blog - president obama to defend display of cross on public land . let is see if . .",barack obama,neu
"playing gta liberty city story on the psp
 ! just killing people",psp,neu
"aww well keep yeah head up , and be glad you aren't lindsay lohan
 !",lindsay lohan,neg
"during boring math lessons i write  i < 3 justin bieber
  on my hand itsabelieberthing",justin bieber,pos
" i love madonna
 ... but she 's retarded  . surely the best back-handed compliment ever ?",madonna,neu
"harding park 's toughest shot is now even tougher : and if you 're wondering how tiger woods
 will handle t . .",tiger woods,neu
