text,predictions
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"[('waiter', None), ('hot tea', None)]"
i would just ask for no oil next time.,"[('oil', None), ('time', None)]"
"while this is a pretty place in that overly cute french way, the food was insultingly horrible.","[('french', None), ('food', None)]"
i went there for lunch and it was not as good as i expected from the reviews i read.,"[('lunch', None), ('reviews', None)]"
i really didn't know what to expect for a restaurant that literally overlooks the main hall of grand central.,"[('main hall', None), ('restaurant', None)]"
none of that yucky whipped stuff.,"[('stuff', None), ('whipped', None)]"
"the wine list isn't great, and the desserts are shipped in from bruno's down the street, which is not as good as it used to be.","[('wine list', None), ('desserts', None)]"
i ordered a lassi and asked 4 times for it but never got it.,"[('lassi', None)]"
their coffee is quite good too!,"[('coffee', None), ('food', None)]"
i would not recommend this place to anyone.,"[('place', None), ('place', None)]"
"great wine list (italian), good food, service was initially fine.","[('service', None), ('wine list', None), ('food', None)]"
"despite the fact that the space is large, they've overcrowded the floor with tables.","[('tables', None), ('space', None)]"
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.","[('tee', None), ('experience', None)]"
"as far as the service goes, the waitresses were not particularly friendly, but they got the job done.","[('service', None), ('waitresses', None)]"
"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","[('event', None), ('place', None)]"
i had to ask her three times before she finally came back with the dish ive requested.,"[('dish', None), ('wait', None)]"
"normally that would be improper, however they were all delicious and my host did not complain.","[('host', None), ('food', None)]"
taxan delicious!,"[('taxan', None), ('food', None)]"
"perhaps it was an off night, but it was suprisingly average for a 9.3 rating.","[('rating', None), ('night', None)]"
"unlike other places in nyc where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","[('portion', None), ('price', None), ('sandwiches', None)]"
"southern indian cuisine is still there, too.","[('southern indian cuisine', None), ('food', None)]"
"restaurant snobs need not bother, this is a small, neighborhood kind of place.","[('place', None), ('place', None)]"
have been dozens of times and never failed to enjoy the experience.,"[('experience', None)]"
they couldn't even make a salad that was appealing.,"[('salad', None), ('food', None)]"
for two people with tip was less than $25 bucks.,"[('tip', None), ('money', None)]"
killer sushi!,"[('killer sushi', None)]"
of course the reason its so packed is because the food is so delicious!,"[('food', None), ('packed', None)]"
"staffs are not that friendly, but the taste covers all.","[('staffs', None), ('taste', None)]"
the jukebox plays everything from italian opera to the strokes.,"[('jukebox', None), ('italian opera', None)]"
and i've been to many nyc delis.,"[('delis', None), ('nyc', None)]"
this place is always packed.,"[('place', None), ('place', None)]"
much of the time it seems like they do not care about you.,"[('care', None), ('time', None)]"
plus they made a perfect martini.,"[('martini', None), ('martini', None)]"
i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch.,"[('touch', None), ('food', None)]"
"i've eaten thai many times, and am very familiar with the cuisine.","[('cuisine', None), ('thai', None)]"
the waiter was attentive.,"[('waiter', None), ('attention', None)]"
their margarita is best i've had since i've returned from naples!,"[('margarita', None), ('naples', None)]"
i highly recommend the restaurant based on our experience last night.,"[('experience', None), ('restaurant', None)]"
the tastes makes your mouth water for more.,"[('taste', None), ('mouth water', None)]"
i came into the city to try out this restaurant because a friend had recommended it to my husband.,"[('place', None), ('man', None)]"
"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!","[('sake list', None), ('haze', None)]"
"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.","[('tables', None), ('wine list', None), ('menu', None)]"
"all in all a wonderful experience, can't wait to come back.","[('experience', None), ('wait', None)]"
the food was actually aweful.,"[('food', None), ('aweful', None)]"
"after dining at b.o.g over twenty times now, its official !","[('dining', None), ('official', None)]"
they are served with a free appetizer and the portions are perfect for lunch.,"[('portions', None), ('appetizer', None)]"
there is actually space to breathe and the decor sets the tone for an intimate dinner.,"[('dinner', None), ('decor', None), ('space', None)]"
we went around 9:30 on a friday and it had died down a bit by then so the service was great!,"[('service', None), ('friday', None)]"
"my husband and i both ordered the steak, medium.","[('steak', None), ('medium', None)]"
"furthermore, the rice had no seasoning, so the sushi was bland and disgusting.","[('rice', None), ('seasoning', None), ('sushi', None)]"
this place has realy fresh sushi and a nice large menu of japanese classic cuisine.,"[('menu', None), ('sushi', None)]"
the sushi is average and the prices are anything but.,"[('prices', None), ('sushi', None)]"
"my wife and i also enjoyed the spinach, the shanghai low mein, and other attractions.","[('spinach', None), ('shanghai low mein', None)]"
owner must have coem on this website to give himself credit.,"[('owner', None), ('coem', None)]"
turned out there was full service upstairs and sat down.,"[('service', None), ('upstairs', None)]"
i would go back.,"[('i', None), ('back', None)]"
definitely will be back!,"[('re', None), ('back', None)]"
several of the dim sum orders had about 6-8 pieces.,"[('dim sum', None), ('pieces', None)]"
i'm not sure why these other reviewers are whining so much.,"[('reviewers', None)]"
they live up to the thai way of living.,"[('thai way of living', None), ('food', None)]"
if you have a dumpling fetish i suggest you try some here!,"[('dumpling', None), ('fetish', None)]"
"three page wine menu, one page entree and horedevous.","[('entree', None), ('wine menu', None)]"
"the food is consistently wonderful - i've been coming here for years, and the owner has always been accomodating and friendly.","[('owner', None), ('food', None)]"
the waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as i would have expected.,"[('waiters', None), ('owners', None), ('exterminator', None)]"
"i live nearby and when they first opened, i ate there a lot.","[('ate', None), ('place', None)]"
